open,close,high,low,volume,amount,code,date,turn,circulating_market_cap,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,net_pct_main,net_pct_xl,net_pct_l,net_pct_m,net_pct_s
757.91,717.09,758.6,697.85,1261700.0,909373504.0,sh.600570,2015-01-05,2.826,320.1466,98.3052,19.0561,23.9688,-685.4535,-0.1125,-0.106,-0.006500000000000001,0.0567,0.0559
705.74,752.23,769.39,687.2,1491329.0,1091218176.0,sh.600570,2015-01-06,3.3404,335.8389,103.1237,19.9901,25.1437,-719.0516,0.0028000000000000004,0.0286,-0.0258,0.0015,-0.0043
746.98,760.4,774.93,726.63,1045369.0,788995648.0,sh.600570,2015-01-07,2.3415,339.4839,104.243,20.2071,25.4165,-726.8558,0.0612,0.0443,0.0168,-0.029300000000000007,-0.0319
747.25,759.15,777.7,741.44,917026.0,698673408.0,sh.600570,2015-01-08,2.0540000000000003,338.9279,104.0722,20.174,25.3749,-725.6654,0.0454,0.0825,-0.0372,-0.0323,-0.013000000000000001
760.81,766.07,795.27,754.31,1161487.0,908102144.0,sh.600570,2015-01-09,2.6016,342.0169,105.0208,20.3579,25.6062,-732.2791,0.0377,0.0435,-0.0058,-0.0161,-0.0216
774.93,818.24,824.74,774.93,1347643.0,1089540352.0,sh.600570,2015-01-12,3.0185,365.3082,112.1726,21.7442,27.35,-782.1471,0.0165,-0.0022,0.0187,-0.013000000000000001,-0.0035
818.93,847.44,856.57,799.7,1163601.0,981673408.0,sh.600570,2015-01-13,2.6063,378.3439,116.1754,22.5202,28.3259,-810.0574,-0.0045000000000000005,-0.0075,0.0029,0.0028000000000000004,0.0017
848.96,833.88,866.81,828.34,691358.0,579453824.0,sh.600570,2015-01-14,1.5485,372.2894,114.3163,22.1598,27.8726,-797.0943,0.0017,0.0486,-0.0468,0.0011,-0.0028000000000000004
831.66,832.08,850.9,813.67,746418.0,619851712.0,sh.600570,2015-01-15,1.6719,371.4863,114.0697,22.112,27.8125,-795.3747,-0.0091,0.015700000000000002,-0.024700000000000003,0.0093,-0.0002
830.14,873.59,892.55,817.55,1284794.0,1115593088.0,sh.600570,2015-01-16,2.8778,390.0204,119.7608,23.2152,29.2001,-835.0575,0.0255,0.0302,-0.004699999999999999,-0.0246,-0.0009
813.67,820.87,873.87,798.45,1371295.0,1147337344.0,sh.600570,2015-01-19,3.0715,366.48199999999997,112.5331,21.8141,27.4378,-784.6604,-0.0941,-0.064,-0.0301,0.0455,0.0486
830.14,872.35,884.11,810.63,1658745.0,1421987456.0,sh.600570,2015-01-20,3.7154,389.4644,119.5901,23.1821,29.1585,-833.867,0.0333,0.0178,0.0155,-0.0206,-0.0127
876.22,868.2,889.23,855.19,1046619.0,904891712.0,sh.600570,2015-01-21,2.3443,387.611,119.021,23.0718,29.0197,-829.8987,-0.0303,-0.0814,0.051100000000000007,0.0165,0.0138
857.96,847.99,881.9,842.18,959975.0,820819520.0,sh.600570,2015-01-22,2.1502,378.591,116.2513,22.5349,28.3444,-810.5865,-0.0588,-0.08839999999999999,0.0296,0.018000000000000002,0.0408
849.51,815.89,857.68,802.6,1050279.0,861359680.0,sh.600570,2015-01-23,2.3525,364.2579,111.8501,21.6817,27.2713,-779.8985,-0.1017,-0.1449,0.0432,0.038,0.0637
819.21,831.53,839.27,809.52,1002997.0,829320640.0,sh.600570,2015-01-26,2.2466,371.2391,113.9938,22.0973,27.794,-794.8456,-0.046,-0.0267,-0.0193,0.0206,0.0253
832.08,871.79,892.69,831.53,1535496.0,1335714816.0,sh.600570,2015-01-27,3.4393,389.2173,119.5142,23.1674,29.14,-833.3379,0.0447,0.0512,-0.0066,-0.027999999999999997,-0.0167
867.09,832.36,880.1,827.1,999380.0,856507200.0,sh.600570,2015-01-28,2.2385,371.6098,114.1076,22.1193,27.8218,-795.6393,-0.1034,-0.0522,-0.0512,0.0597,0.0436
816.44,836.78,847.72,802.88,1028799.0,848492608.0,sh.600570,2015-01-29,2.3044,373.5868,114.7147,22.237,27.9698,-799.8721,-0.0072,0.0513,-0.0584,0.0003,0.0069
837.89,827.51,839.97,811.05,685607.0,565778048.0,sh.600570,2015-01-30,1.5357,369.4475,113.4437,21.9906,27.6599,-791.0096,-0.0037,-0.0075,0.0038,0.0026,0.0011
817.69,835.4,845.78,806.76,659062.0,547125632.0,sh.600570,2015-02-02,1.4762,372.969,114.525,22.2002,27.9235,-798.5494,0.0122,0.0039,0.008199999999999999,-0.0068000000000000005,-0.0054
842.73,871.79,889.78,823.36,1617120.0,1398076416.0,sh.600570,2015-02-03,3.6221,389.2173,119.5142,23.1674,29.14,-833.3379,0.0469,0.0994,-0.0525,-0.0333,-0.0136
862.11,864.6,892.0,859.34,930049.0,810603264.0,sh.600570,2015-02-04,2.0832,386.0047,118.5278,22.9761,28.8995,-826.4596,-0.0478,-0.0307,-0.017,0.049,-0.0012
864.88,878.71,913.31,859.34,1425751.0,1266843008.0,sh.600570,2015-02-05,3.1935,392.3063,120.4628,23.3512,29.3713,-839.9517,-0.0055000000000000005,0.013500000000000002,-0.019,0.0066,-0.0011
871.66,840.52,893.8,828.34,1001383.0,847073280.0,sh.600570,2015-02-06,2.2430000000000003,375.2549,115.2269,22.3363,28.0947,-803.4436,-0.0857,-0.0502,-0.0355,0.0502,0.0355
837.2,873.73,882.86,830.42,992256.0,857504960.0,sh.600570,2015-02-09,2.2225,390.0822,119.7798,23.2189,29.2047,-835.1898,0.0565,0.0867,-0.0301,-0.0406,-0.016
867.64,889.37,890.75,865.01,718464.0,633820032.0,sh.600570,2015-02-10,1.6093,397.0634,121.9235,23.6344,29.7274,-850.1369,0.0209,0.0055000000000000005,0.0155,-0.0208,-0.0001
900.85,978.35,978.35,893.93,1865522.0,1800457600.0,sh.600570,2015-02-11,4.1785,436.7883,134.1215,25.9989,32.7015,-935.1903,0.038,0.08,-0.042,-0.0274,-0.0106
1010.17,965.48,1024.01,958.97,1930038.0,1918752256.0,sh.600570,2015-02-12,4.323,431.0427,132.3573,25.6569,32.2714,-922.8887,-0.1039,-0.0956,-0.0083,0.0612,0.0426
1007.41,983.88,1007.41,965.89,1550255.0,1523066880.0,sh.600570,2015-02-13,3.4724,439.2595,134.8803,26.146,32.8866,-940.4813,-0.0415,-0.0728,0.0312,0.0302,0.0113
982.5,1079.23,1082.27,972.95,2119892.0,2170402048.0,sh.600570,2015-02-16,4.7483,481.8263,147.951,28.6797,36.0735,-1031.6194,0.0114,0.0434,-0.0321,-0.0067,-0.004699999999999999
1088.77,1102.06,1125.03,1051.69,1209771.0,1320897920.0,sh.600570,2015-02-17,2.7097,492.02,151.0812,29.2865,36.8367,-1053.4449,-0.0037,-0.0091,0.0054,-0.002,0.005699999999999999
1103.03,1037.3,1125.72,1024.01,973771.0,1048344128.0,sh.600570,2015-02-25,2.1811,463.1068,142.203,27.5655,34.672,-991.5398,-0.0426,-0.0607,0.0181,0.0222,0.0205
1020.97,1054.59,1057.08,975.58,1075873.0,1094532224.0,sh.600570,2015-02-26,2.4098,470.8293,144.5743,28.0252,35.2501,-1008.0743,-0.0413,-0.0348,-0.006500000000000001,0.0207,0.0206
1046.43,1071.2,1078.67,1037.85,880309.0,932918656.0,sh.600570,2015-02-27,1.9718,478.24300000000005,146.8507,28.4664,35.8052,-1023.9474,-0.0279,0.0026,-0.0304,0.0153,0.0125
1071.2,1140.11,1148.55,1051.55,1552151.0,1735753344.0,sh.600570,2015-03-02,3.4766,509.0097,156.298,30.2978,38.1086,-1089.8208,0.028999999999999998,0.0649,-0.0359,-0.018500000000000003,-0.0105
1145.92,1138.31,1170.56,1100.12,1522789.0,1734220800.0,sh.600570,2015-03-03,3.4108,508.2065,156.0514,30.25,38.0485,-1088.1012,0.0046,0.0362,-0.0316,-0.0046,0.0
1138.31,1120.32,1142.47,1097.49,884469.0,990814720.0,sh.600570,2015-03-04,1.9811,500.1751,153.5853,29.7719,37.4472,-1070.9053,-0.0607,-0.07780000000000001,0.0171,0.0423,0.0184
1145.79,1137.21,1201.83,1133.33,1399935.0,1626187264.0,sh.600570,2015-03-05,3.1357,507.7123,155.8997,30.2205,38.0115,-1087.0430000000001,-0.0202,-0.0223,0.0021,0.008199999999999999,0.012
1125.86,1123.23,1154.09,1099.98,678868.0,761142528.0,sh.600570,2015-03-06,1.5206,501.4725,153.9836,29.8491,37.5443,-1073.6831,-0.0645,-0.0728,0.0083,0.0357,0.0288
1101.09,1125.86,1138.18,1086.28,711988.0,796081920.0,sh.600570,2015-03-09,1.5948,502.6463,154.3441,29.919,37.6322,-1076.1964,-0.013999999999999999,-0.0437,0.0296,0.0119,0.0021
1126.41,1135.27,1151.32,1118.11,739163.0,838799680.0,sh.600570,2015-03-10,1.6556,506.8474,155.6341,30.1691,37.9467,-1085.191,-0.0165,0.018500000000000003,-0.0351,0.0058,0.0107
1129.73,1136.93,1148.28,1118.53,573975.0,650479488.0,sh.600570,2015-03-11,1.2856,507.5887,155.8617,30.2132,38.0023,-1086.7784,-0.027000000000000003,-0.0221,-0.0049,0.02,0.0071
1134.72,1214.84,1221.76,1125.31,1652435.0,1908218624.0,sh.600570,2015-03-12,3.7012,542.3712,166.5421,32.2835,40.6063,-1161.2498,0.0096,0.0341,-0.0245,-0.0098,0.0002
1205.98,1244.31,1254.97,1183.15,1464223.0,1803786752.0,sh.600570,2015-03-13,3.2797,555.5304,170.5828,33.0668,41.5916,-1189.4246,0.0124,0.0401,-0.0277,-0.0075,-0.0049
1272.96,1358.2,1365.26,1260.64,1910446.0,2538173184.0,sh.600570,2015-03-16,4.2791,606.3758,186.1956,36.0933,45.3983,-1298.2875,0.0094,0.0,0.0094,-0.0129,0.0035
1362.77,1335.23,1372.59,1325.68,836963.0,1119617536.0,sh.600570,2015-03-17,1.8747,596.1202,183.0465,35.4829,44.6304,-1276.3297,-0.0188,-0.0396,0.0207,0.0108,0.008
1284.17,1335.78,1349.2,1203.91,1522955.0,1959565568.0,sh.600570,2015-03-18,3.4112,596.3673,183.1224,35.4976,44.6489,-1276.8589,-0.0353,-0.040999999999999995,0.005699999999999999,0.013999999999999999,0.0213
1336.89,1343.95,1352.53,1300.77,814886.0,1079626368.0,sh.600570,2015-03-19,1.8252,600.0124,184.2416,35.7145,44.9218,-1284.6631,0.0567,0.0759,-0.0191,-0.0258,-0.0309
1369.96,1396.39,1433.2,1356.12,1221882.0,1706238208.0,sh.600570,2015-03-20,2.7369,623.4272,191.4314,37.1082,46.6749,-1334.7957,0.0205,0.0351,-0.0146,-0.0158,-0.0048
1439.15,1521.49,1536.02,1439.15,1235360.0,1833675136.0,sh.600570,2015-03-23,2.767,679.2768,208.5808,40.4326,50.8562,-1454.3729999999994,-0.0478,0.0123,-0.0601,0.0367,0.0111
1521.49,1565.35,1604.93,1466.83,1483008.0,2289360384.0,sh.600570,2015-03-24,3.3217,698.8612,214.5944,41.5983,52.3225,-1496.3044,-0.0819,-0.062,-0.0199,0.0585,0.0234
1536.02,1501.84,1605.21,1498.1,987661.0,1531980544.0,sh.600570,2015-03-25,2.2122,670.5039999999998,205.887,39.9104,50.1994,-1435.5898,-0.0464,-0.07519999999999999,0.0287,0.0171,0.029300000000000007
1466.83,1420.61,1487.58,1369.96,1719096.0,2417185024.0,sh.600570,2015-03-26,3.8505,634.2388,194.7513,37.7518,47.4843,-1357.944,-0.0235,-0.0454,0.0219,0.0091,0.0145
1402.9,1484.68,1513.88,1367.89,1339344.0,1912995584.0,sh.600570,2015-03-27,2.9999,662.8432,203.5346,39.4544,49.6259,-1419.1877,0.053,0.0467,0.0063,-0.0252,-0.0278
1464.06,1453.54,1533.25,1383.8,1189562.0,1732126464.0,sh.600570,2015-03-30,2.6645,648.9426,199.2663,38.626999999999995,48.5852,-1389.4257,-0.0203,-0.0265,0.0062,0.0142,0.006
1452.85,1506.68,1539.48,1414.24,948053.0,1423798144.0,sh.600570,2015-03-31,2.1235,672.6663,206.5509,40.0391,50.3613,-1440.2195,0.0661,0.1067,-0.0406,-0.0375,-0.0286
1522.18,1634.13,1649.49,1520.52,981277.0,1566958592.0,sh.600570,2015-04-01,2.1979,729.5661,224.0228,43.4259,54.6213,-1562.0457,0.0304,0.0717,-0.0412,-0.0238,-0.0067
1683.81,1676.75,1698.48,1632.61,942723.0,1567713024.0,sh.600570,2015-04-02,2.1116,748.5945,229.8657,44.5586,56.0459,-1602.7866,0.03,0.011000000000000001,0.0191,-0.0282,-0.0018
1661.39,1844.47,1844.47,1646.86,1419632.0,2534578944.0,sh.600570,2015-04-03,3.1798,823.4725,252.858,49.0155,61.6519,-1763.1049,0.0336,0.0791,-0.0456,-0.0187,-0.0149
1920.71,1842.25,1937.32,1805.86,1202256.0,2237757184.0,sh.600570,2015-04-07,2.6929,822.4839999999997,252.5544,48.9567,61.5779,-1760.9885,-0.1197,-0.1316,0.0119,0.0789,0.0409
1842.25,1786.62,1842.25,1753.27,1245890.0,2220947200.0,sh.600570,2015-04-08,2.7906,797.6483,244.9283,47.4784,59.7185,-1707.8136,-0.0486,-0.0553,0.0067,0.0376,0.0109
1771.26,1962.37,1965.27,1689.9,1480886.0,2669092352.0,sh.600570,2015-04-09,3.3169999999999997,876.1095,269.0208,52.1486,65.5927,-1875.8039999999999,0.0261,0.049100000000000005,-0.0231,-0.0138,-0.0122
1893.73,1948.11,2006.37,1845.02,1200201.0,2327134464.0,sh.600570,2015-04-10,2.6883,869.7461,241.2474,45.3929,61.1705,485.3626,-0.0698,-0.1189,0.049100000000000005,0.0529,0.0168
1952.4,1952.4,2020.35,1883.63,1085654.0,2123854592.0,sh.600570,2015-04-13,2.4317,871.6613,241.7786,45.4929,61.3052,486.4314,-0.0249,0.0141,-0.0391,0.0176,0.0073
1916.56,1947.01,1951.3,1824.54,1770358.0,3336924928.0,sh.600570,2015-04-14,3.9654,869.2519,241.1103,45.3671,61.1357,485.0868,-0.0584,-0.0538,-0.0045000000000000005,0.0372,0.0212
1895.81,1769.05,1930.12,1752.31,1469752.0,2683612416.0,sh.600570,2015-04-15,3.292,789.8021,219.0728,41.2206,55.5479,440.7498,-0.0968,-0.0771,-0.0197,0.0576,0.0392
1702.21,1752.72,1857.47,1660.56,1366108.0,2416417792.0,sh.600570,2015-04-16,3.0599,782.512,217.0506,40.8401,55.0352,436.6816,-0.057999999999999996,-0.0577,-0.0003,0.0391,0.0189
1729.75,1769.47,1783.44,1685.47,1158389.0,1999172864.0,sh.600570,2015-04-17,2.5946,789.9875,219.1242,41.2302,55.56100000000001,440.8533,0.0267,0.0405,-0.0138,-0.0165,-0.0102
1729.47,1652.67,1729.75,1619.05,1765196.0,2961519360.0,sh.600570,2015-04-20,3.9538,737.8447,204.66099999999997,38.5089,51.8937,411.7549,-0.0447,-0.021,-0.0237,0.025,0.0197
1619.05,1717.16,1728.09,1614.34,1139762.0,1927005952.0,sh.600570,2015-04-21,2.5529,766.6344,212.6466,40.0114,53.9185,427.8211,0.0092,0.0339,-0.024700000000000003,-0.0058,-0.0035
1702.07,1792.44,1797.56,1702.07,1240669.0,2191651840.0,sh.600570,2015-04-22,2.7789,800.243,221.9688,41.7655,56.2822,446.5764,0.0434,0.027000000000000003,0.016399999999999998,-0.029300000000000007,-0.0141
1811.39,1717.57,1812.78,1668.86,1180100.0,2056205952.0,sh.600570,2015-04-23,2.6433,766.8198,212.69799999999998,40.0211,53.9315,427.9245,-0.1239,-0.1298,0.006,0.0711,0.0527
1666.1,1681.04,1722.83,1619.05,1557257.0,2584942848.0,sh.600570,2015-04-24,3.488,750.5097,208.1739,39.1699,52.7844,418.8227,-0.0962,-0.0863,-0.0098,0.0581,0.0381
1743.59,1680.49,1753.69,1653.64,1099996.0,1868021376.0,sh.600570,2015-04-27,2.4638,750.2626,200.2491,36.9664,50.2094,422.5642,-0.048,-0.0864,0.0384,0.0141,0.034
1674.4,1512.49,1679.66,1512.49,1482920.0,2334998784.0,sh.600570,2015-04-28,3.3215,675.2611,180.2308,33.2709,45.1901,380.3217,-0.1247,-0.1292,0.0045000000000000005,0.0677,0.057
1466.83,1651.7,1657.52,1466.83,1452453.0,2317209088.0,sh.600570,2015-04-29,3.2533,737.4123,196.8193,36.3332,49.3494,415.3266,0.0741,0.08869999999999999,-0.0146,-0.044000000000000004,-0.0301
1672.6,1729.33,1798.94,1646.72,1675812.0,2918547456.0,sh.600570,2015-04-30,3.7536,772.0711,206.0699,38.0409,51.6689,434.8473,0.0538,0.07519999999999999,-0.0213,-0.0382,-0.0156
1715.77,1632.88,1715.77,1613.23,942830.0,1554110592.0,sh.600570,2015-05-04,2.1118,729.0101,194.5767,35.9192,48.7871,410.5943,-0.0716,-0.07780000000000001,0.0062,0.0379,0.0337
1605.07,1574.49,1619.05,1504.05,1054280.0,1634711680.0,sh.600570,2015-05-05,2.3614,702.9387,187.6181,34.6346,47.0424,395.9104,-0.0915,-0.0914,-0.0001,0.0533,0.0383
1605.21,1590.54,1675.09,1546.67,1194862.0,1930966144.0,sh.600570,2015-05-06,2.6763,710.1053,189.5309,34.9877,47.522,399.9467,-0.0282,-0.0255,-0.0026,0.0243,0.0039
1562.31,1629.84,1660.56,1536.02,925205.0,1503504768.0,sh.600570,2015-05-07,2.0723,727.6509,194.2139,37.9305,48.6962,409.8288,0.0123,0.0318,-0.0196,-0.002,-0.0103
1659.18,1788.28,1792.02,1659.18,2000106.0,3478360320.0,sh.600570,2015-05-08,4.48,798.3896,213.0945,41.618,53.4302,449.6704,0.0757,0.1367,-0.061,-0.0464,-0.029300000000000007
1812.78,1967.07,1967.07,1787.18,2071238.0,3968030720.0,sh.600570,2015-05-11,4.6393,878.2101,234.399,45.7788,58.7719,494.62699999999995,0.0603,0.1046,-0.0443,-0.0447,-0.0156
2018.96,1999.04,2037.65,1897.47,1864430.0,3678199040.0,sh.600570,2015-05-12,4.1761,892.4814,238.2081,46.5227,59.727,502.6649,-0.0488,-0.0357,-0.0131,0.0339,0.0148
1937.32,1975.79,2117.21,1891.52,1358566.0,2691376384.0,sh.600570,2015-05-13,3.043,882.1022,235.4378,45.9817,59.0324,496.8192,-0.0128,-0.0084,-0.0044,0.0061,0.0067
